Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRI23,,Low Fat,13.7,Hard Drinks,159.66,OUT027,1985,Medium,Tier 3,Supermarket Type3,2888.0
FDE04,19.75,Regular,1.8,Frozen Foods,179.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2696.0
FDW38,5.325,Regular,23.2,Dairy,55.53,OUT010,1998,,Tier 3,Grocery Store,54.0
FDG46,,Regular,5.8,Snack Foods,115.45,OUT019,1985,Small,Tier 1,Grocery Store,114.0
NCJ05,,LF,4.6,Health and Hygiene,152.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,2287.0
FDU01,,Regular,2.1,Canned,185.19,OUT019,1985,Small,Tier 1,Grocery Store,555.0
FDY11,6.71,Regular,3.0,Baking Goods,66.61,OUT017,2007,,Tier 2,Supermarket Type1,1121.0
FDX60,14.35,Low Fat,8.1,Baking Goods,79.3,OUT013,1987,High,Tier 3,Supermarket Type1,719.0
NCN29,15.2,Low Fat,0.0,Health and Hygiene,47.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,437.0
FDT07,5.82,reg,0.0,Fruits and Vegetables,256.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,2051.0
FDI21,5.59,Regular,5.7,Snack Foods,61.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,1214.0
FDI41,18.5,Regular,6.2,Frozen Foods,148.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2060.0
FDE10,,Regular,9.0,Snack Foods,133.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,3673.0
FDQ28,14.0,Regular,6.0,Frozen Foods,153.57,OUT046,1997,Small,Tier 1,Supermarket Type1,3089.0
FDY32,7.605,Low Fat,21.6,Fruits and Vegetables,165.02,OUT010,1998,,Tier 3,Grocery Store,816.0
NCK05,,Low Fat,13.6,Health and Hygiene,61.15,OUT019,1985,Small,Tier 1,Grocery Store,61.0
FDH12,9.6,Low Fat,8.5,Baking Goods,107.13,OUT045,2002,,Tier 2,Supermarket Type1,1278.0
FDJ27,17.7,Regular,12.3,Meat,103.87,OUT017,2007,,Tier 2,Supermarket Type1,1528.0
DRL35,15.7,Low Fat,0.0,Hard Drinks,43.38,OUT010,1998,,Tier 3,Grocery Store,130.0
NCY29,13.65,Low Fat,7.8,Health and Hygiene,55.09,OUT017,2007,,Tier 2,Supermarket Type1,1302.0
FDC21,14.6,Regular,4.3,Fruits and Vegetables,110.13,OUT017,2007,,Tier 2,Supermarket Type1,1845.0
FDM33,15.6,Low Fat,8.8,Snack Foods,220.18,OUT017,2007,,Tier 2,Supermarket Type1,5069.0
DRJ39,20.25,Low Fat,3.6,Dairy,217.55,OUT013,1987,High,Tier 3,Supermarket Type1,1095.0
FDB22,8.02,Low Fat,18.7,Snack Foods,152.0,OUT010,1998,,Tier 3,Grocery Store,308.0
FDC32,18.35,Low Fat,9.9,Fruits and Vegetables,93.85,OUT013,1987,High,Tier 3,Supermarket Type1,1296.0
FDD02,16.6,LF,0.0,Canned,118.81,OUT046,1997,Small,Tier 1,Supermarket Type1,2607.0
FDL28,10.0,Regular,6.3,Frozen Foods,228.67,OUT035,2004,Small,Tier 2,Supermarket Type1,3456.0
FDL39,16.1,Regular,6.3,Dairy,179.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,2346.0
FDV37,13.0,Regular,14.0,Canned,196.24,OUT010,1998,,Tier 3,Grocery Store,198.0
FDA28,16.1,Regular,4.8,Frozen Foods,126.54,OUT017,2007,,Tier 2,Supermarket Type1,1762.0
FDL04,19.0,Low Fat,11.2,Frozen Foods,105.56,OUT049,1999,Medium,Tier 1,Supermarket Type1,1906.0
FDR10,17.6,Low Fat,1.0,Snack Foods,163.56,OUT035,2004,Small,Tier 2,Supermarket Type1,3087.0
FDA39,6.32,Low Fat,1.3,Meat,39.18,OUT017,2007,,Tier 2,Supermarket Type1,1061.0
FDR15,9.3,Regular,3.3,Meat,153.13,OUT035,2004,Small,Tier 2,Supermarket Type1,4654.0
FDQ40,11.1,Regular,3.6,Frozen Foods,175.07,OUT017,2007,,Tier 2,Supermarket Type1,3340.0
DRG23,,Low Fat,8.6,Hard Drinks,151.27,OUT027,1985,Medium,Tier 3,Supermarket Type3,2439.0
FDU36,6.15,Low Fat,4.6,Baking Goods,99.44,OUT013,1987,High,Tier 3,Supermarket Type1,1380.0
FDF47,20.85,Low Fat,9.8,Starchy Foods,223.97,OUT046,1997,Small,Tier 1,Supermarket Type1,897.0
FDH14,17.1,Regular,4.7,Canned,141.48,OUT046,1997,Small,Tier 1,Supermarket Type1,1405.0
FDO45,13.15,Regular,3.8,Snack Foods,86.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.0
FDK60,16.5,Regular,9.4,Baking Goods,95.71,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.0
FDS43,11.65,Low Fat,4.1,Fruits and Vegetables,185.92,OUT017,2007,,Tier 2,Supermarket Type1,4101.0
FDN44,13.15,Low Fat,2.3,Fruits and Vegetables,160.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,4794.0
FDS34,19.35,Regular,7.7,Snack Foods,113.95,OUT049,1999,Medium,Tier 1,Supermarket Type1,1139.0
FDU20,19.35,Regular,2.2,Fruits and Vegetables,122.21,OUT045,2002,,Tier 2,Supermarket Type1,2772.0
FDP44,16.5,Regular,8.0,Fruits and Vegetables,101.43,OUT013,1987,High,Tier 3,Supermarket Type1,1948.0
FDC02,21.35,Low Fat,6.9,Canned,258.53,OUT035,2004,Small,Tier 2,Supermarket Type1,5207.0
FDT56,16.0,Regular,11.6,Fruits and Vegetables,57.52,OUT035,2004,Small,Tier 2,Supermarket Type1,174.0
NCA06,20.5,Low Fat,14.3,Household,34.92,OUT013,1987,High,Tier 3,Supermarket Type1,73.0
FDE04,19.75,Regular,1.8,Frozen Foods,180.47,OUT013,1987,High,Tier 3,Supermarket Type1,3416.0
NCX06,17.6,Low Fat,1.6,Household,179.2,OUT017,2007,,Tier 2,Supermarket Type1,3803.0
FDX49,4.615,Regular,10.2,Canned,234.33,OUT017,2007,,Tier 2,Supermarket Type1,3962.0
DRM59,5.88,Low Fat,0.4,Hard Drinks,154.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.0
FDJ34,11.8,Regular,9.4,Snack Foods,126.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,1252.0
FDP60,17.35,Low Fat,0.0,Baking Goods,101.9,OUT013,1987,High,Tier 3,Supermarket Type1,1822.0
FDI07,12.35,Regular,3.4,Meat,196.94,OUT046,1997,Small,Tier 1,Supermarket Type1,5141.0
FDV07,,Low Fat,3.1,Fruits and Vegetables,111.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.0
FDH41,9.0,Low Fat,8.2,Frozen Foods,214.15,OUT045,2002,,Tier 2,Supermarket Type1,1720.0
NCB31,6.235,Low Fat,11.9,Household,263.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,3419.0
FDW34,9.6,Low Fat,0.0,Snack Foods,244.82,OUT035,2004,Small,Tier 2,Supermarket Type1,4374.0
FDX45,16.75,Low Fat,10.5,Snack Foods,156.16,OUT017,2007,,Tier 2,Supermarket Type1,782.0
FDH14,17.1,Regular,4.7,Canned,141.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,1686.0
FDF26,6.825,Regular,7.8,Canned,154.6,OUT010,1998,,Tier 3,Grocery Store,154.0
FDU24,6.78,Regular,14.1,Baking Goods,92.21,OUT017,2007,,Tier 2,Supermarket Type1,4101.0
FDX11,16.0,Regular,10.7,Baking Goods,181.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,3454.0
FDF35,15.0,Low Fat,15.4,Starchy Foods,105.99,OUT035,2004,Small,Tier 2,Supermarket Type1,1179.0
NCC43,7.39,Low Fat,9.3,Household,251.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,1004.0
FDG29,17.6,Low Fat,5.6,Frozen Foods,42.55,OUT046,1997,Small,Tier 1,Supermarket Type1,419.0
FDS44,12.65,Regular,15.6,Fruits and Vegetables,239.65,OUT046,1997,Small,Tier 1,Supermarket Type1,3846.0
FDZ10,17.85,Low Fat,4.4,Snack Foods,127.1,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.0
FDC52,11.15,Regular,0.8,Dairy,150.47,OUT013,1987,High,Tier 3,Supermarket Type1,1956.0
DRL35,15.7,low fat,3.1,Hard Drinks,42.88,OUT035,2004,Small,Tier 2,Supermarket Type1,1168.0
NCP55,14.65,Low Fat,0.0,Others,56.46,OUT010,1998,,Tier 3,Grocery Store,55.0
FDV38,,Low Fat,10.1,Dairy,55.1,OUT027,1985,Medium,Tier 3,Supermarket Type3,2020.0
FDL44,18.25,Low Fat,1.2,Fruits and Vegetables,160.49,OUT045,2002,,Tier 2,Supermarket Type1,3074.0
FDZ47,20.7,Regular,0.0,Baking Goods,98.7,OUT017,2007,,Tier 2,Supermarket Type1,1885.0
FDT45,15.85,Low Fat,5.7,Snack Foods,53.4,OUT046,1997,Small,Tier 1,Supermarket Type1,1365.0
FDN23,6.575,Regular,7.6,Breads,145.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,3193.0
NCP43,17.75,Low Fat,3.1,Others,177.87,OUT045,2002,,Tier 2,Supermarket Type1,2337.0
DRJ24,,Low Fat,19.8,Soft Drinks,185.29,OUT019,1985,Small,Tier 1,Grocery Store,370.0
FDA02,,Regular,3.0,Dairy,143.58,OUT027,1985,Medium,Tier 3,Supermarket Type3,3756.0
FDH33,,LF,21.3,Snack Foods,44.94,OUT019,1985,Small,Tier 1,Grocery Store,176.0
FDF56,16.7,Regular,12.0,Fruits and Vegetables,181.3,OUT017,2007,,Tier 2,Supermarket Type1,3079.0
NCN26,10.85,Low Fat,2.9,Household,115.18,OUT046,1997,Small,Tier 1,Supermarket Type1,2109.0
FDD22,10.0,Low Fat,10.0,Snack Foods,113.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,3244.0
FDU15,13.65,Regular,4.5,Meat,37.95,OUT010,1998,,Tier 3,Grocery Store,72.0
FDB41,19.0,Regular,16.3,Frozen Foods,46.87,OUT010,1998,,Tier 3,Grocery Store,189.0
FDZ35,9.6,Regular,2.2,Breads,102.5,OUT017,2007,,Tier 2,Supermarket Type1,2580.0
FDT60,12.0,Low Fat,7.6,Baking Goods,124.14,OUT017,2007,,Tier 2,Supermarket Type1,1486.0
FDE51,5.925,Regular,9.6,Dairy,43.81,OUT035,2004,Small,Tier 2,Supermarket Type1,312.0
NCQ06,13.0,Low Fat,4.2,Household,254.5,OUT035,2004,Small,Tier 2,Supermarket Type1,4845.0
FDS28,8.18,Regular,8.3,Frozen Foods,58.56,OUT017,2007,,Tier 2,Supermarket Type1,172.0
FDH32,12.8,Low Fat,7.6,Fruits and Vegetables,96.54,OUT045,2002,,Tier 2,Supermarket Type1,1834.0
FDW37,19.2,Low Fat,12.4,Canned,89.75,OUT045,2002,,Tier 2,Supermarket Type1,2083.0
FDY33,14.5,Regular,9.7,Snack Foods,159.43,OUT046,1997,Small,Tier 1,Supermarket Type1,2705.0
FDF17,5.19,Low Fat,4.3,Frozen Foods,196.81,OUT017,2007,,Tier 2,Supermarket Type1,3732.0
FDG56,13.3,Regular,7.1,Fruits and Vegetables,61.05,OUT013,1987,High,Tier 3,Supermarket Type1,1593.0
NCB18,19.6,Low Fat,4.1,Household,88.85,OUT013,1987,High,Tier 3,Supermarket Type1,2125.0
FDU14,17.75,Low Fat,3.5,Dairy,248.28,OUT035,2004,Small,Tier 2,Supermarket Type1,999.0
FDU22,12.35,Low Fat,9.3,Snack Foods,119.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,3674.0
NCV41,14.35,Low Fat,1.7,Health and Hygiene,109.82,OUT013,1987,High,Tier 3,Supermarket Type1,2100.0
FDY52,6.365,Low Fat,0.7,Frozen Foods,63.25,OUT045,2002,,Tier 2,Supermarket Type1,1225.0
DRG48,,Low Fat,1.4,Soft Drinks,143.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,3062.0
FDU01,,Regular,1.2,Canned,184.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,4442.0
NCP53,14.75,Low Fat,3.3,Health and Hygiene,238.69,OUT013,1987,High,Tier 3,Supermarket Type1,4278.0
FDC17,12.15,Low Fat,1.5,Frozen Foods,211.99,OUT049,1999,Medium,Tier 1,Supermarket Type1,631.0
NCZ30,6.59,Low Fat,2.6,Household,121.51,OUT013,1987,High,Tier 3,Supermarket Type1,603.0
FDK03,12.6,Regular,7.4,Dairy,255.64,OUT046,1997,Small,Tier 1,Supermarket Type1,2798.0
FDE08,,Low Fat,8.6,Fruits and Vegetables,149.87,OUT019,1985,Small,Tier 1,Grocery Store,445.0
NCM07,,Low Fat,4.0,Others,83.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,2349.0
FDY35,,Regular,1.6,Breads,47.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,1975.0
FDS28,,Regular,8.2,Frozen Foods,59.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,1374.0
FDI56,7.325,Low Fat,9.3,Fruits and Vegetables,92.71,OUT013,1987,High,Tier 3,Supermarket Type1,2007.0
FDR23,,Low Fat,14.3,Breads,175.84,OUT019,1985,Small,Tier 1,Grocery Store,353.0
FDF29,15.1,Regular,2.0,Frozen Foods,130.53,OUT049,1999,Medium,Tier 1,Supermarket Type1,909.0
FDA47,,Regular,11.6,Baking Goods,164.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,6035.0
FDI10,8.51,reg,7.8,Snack Foods,172.94,OUT013,1987,High,Tier 3,Supermarket Type1,1380.0
FDC45,,Low Fat,23.8,Fruits and Vegetables,170.21,OUT019,1985,Small,Tier 1,Grocery Store,171.0
FDA27,20.35,Regular,3.1,Dairy,257.27,OUT017,2007,,Tier 2,Supermarket Type1,2045.0
NCR41,17.85,Low Fat,1.8,Health and Hygiene,96.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,1333.0
FDR09,18.25,Low Fat,7.8,Snack Foods,258.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,2849.0
NCB06,17.6,Low Fat,8.2,Health and Hygiene,160.49,OUT013,1987,High,Tier 3,Supermarket Type1,1278.0
FDE53,10.895,Low Fat,2.7,Frozen Foods,106.43,OUT046,1997,Small,Tier 1,Supermarket Type1,1491.0
DRE27,11.85,Low Fat,22.2,Dairy,99.67,OUT010,1998,,Tier 3,Grocery Store,196.0
NCA06,,Low Fat,14.3,Household,35.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,586.0
FDL56,14.1,Low Fat,12.6,Fruits and Vegetables,88.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.0
FDT09,15.15,Regular,1.2,Snack Foods,131.73,OUT035,2004,Small,Tier 2,Supermarket Type1,1186.0
DRH03,17.25,Low Fat,5.9,Dairy,91.61,OUT010,1998,,Tier 3,Grocery Store,93.0
NCQ53,17.6,Low Fat,1.9,Health and Hygiene,237.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,2836.0
NCT18,14.6,Low Fat,5.9,Household,179.7,OUT046,1997,Small,Tier 1,Supermarket Type1,3622.0
FDL43,10.1,Low Fat,2.7,Meat,76.47,OUT035,2004,Small,Tier 2,Supermarket Type1,1761.0
FDJ53,10.5,Low Fat,7.1,Frozen Foods,119.21,OUT035,2004,Small,Tier 2,Supermarket Type1,1326.0
NCQ02,12.6,Low Fat,0.7,Household,186.96,OUT035,2004,Small,Tier 2,Supermarket Type1,3943.0
NCJ05,18.7,Low Fat,4.6,Health and Hygiene,153.67,OUT046,1997,Small,Tier 1,Supermarket Type1,3507.0
FDT40,5.985,LF,9.6,Frozen Foods,127.17,OUT018,2009,Medium,Tier 3,Supermarket Type2,3561.0
FDA48,12.1,Low Fat,11.5,Baking Goods,221.41,OUT046,1997,Small,Tier 1,Supermarket Type1,5099.0
FDV37,13.0,Regular,8.4,Canned,196.04,OUT049,1999,Medium,Tier 1,Supermarket Type1,2571.0
FDX07,19.2,Regular,2.3,Fruits and Vegetables,181.7,OUT045,2002,,Tier 2,Supermarket Type1,2563.0
DRG48,5.78,Low Fat,1.5,Soft Drinks,146.31,OUT045,2002,,Tier 2,Supermarket Type1,2187.0
FDF44,7.17,Regular,6.0,Fruits and Vegetables,131.0,OUT035,2004,Small,Tier 2,Supermarket Type1,2349.0
FDS24,20.85,Regular,6.2,Baking Goods,88.15,OUT046,1997,Small,Tier 1,Supermarket Type1,1682.0
NCQ50,18.75,Low Fat,3.4,Household,215.72,OUT049,1999,Medium,Tier 1,Supermarket Type1,4274.0
FDT25,7.5,Low Fat,5.1,Canned,123.41,OUT013,1987,High,Tier 3,Supermarket Type1,3185.0
FDO03,10.395,Regular,3.7,Meat,230.54,OUT045,2002,,Tier 2,Supermarket Type1,4581.0
FDJ55,12.8,Regular,2.4,Meat,223.54,OUT046,1997,Small,Tier 1,Supermarket Type1,1800.0
FDM36,11.65,Regular,5.9,Baking Goods,170.44,OUT013,1987,High,Tier 3,Supermarket Type1,517.0
FDM21,20.2,Low Fat,6.5,Snack Foods,258.06,OUT017,2007,,Tier 2,Supermarket Type1,5669.0
FDK58,11.35,Regular,0.0,Snack Foods,103.0,OUT035,2004,Small,Tier 2,Supermarket Type1,2125.0
FDD26,8.71,Regular,12.1,Canned,186.59,OUT010,1998,,Tier 3,Grocery Store,555.0
FDW57,8.31,Regular,11.6,Snack Foods,177.3,OUT045,2002,,Tier 2,Supermarket Type1,1948.0
FDT32,19.0,Regular,11.0,Fruits and Vegetables,188.82,OUT010,1998,,Tier 3,Grocery Store,188.0
FDT25,7.5,Low Fat,5.1,Canned,121.71,OUT045,2002,,Tier 2,Supermarket Type1,368.0
NCB19,6.525,Low Fat,9.0,Household,84.69,OUT046,1997,Small,Tier 1,Supermarket Type1,601.0
FDD05,,Low Fat,2.9,Frozen Foods,122.01,OUT019,1985,Small,Tier 1,Grocery Store,362.0
NCE54,,Low Fat,2.7,Household,77.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,2332.0
FDO39,6.985,Regular,13.8,Meat,182.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,4043.0
NCV06,11.3,Low Fat,6.7,Household,192.25,OUT045,2002,,Tier 2,Supermarket Type1,1356.0
DRB13,6.115,Regular,1.2,Soft Drinks,189.05,OUT010,1998,,Tier 3,Grocery Store,949.0
FDX51,9.5,Regular,3.7,Meat,194.25,OUT010,1998,,Tier 3,Grocery Store,783.0
FDC38,15.7,Low Fat,12.3,Canned,134.29,OUT045,2002,,Tier 2,Supermarket Type1,1192.0
FDD04,16.0,Low Fat,9.0,Dairy,143.22,OUT046,1997,Small,Tier 1,Supermarket Type1,1702.0
FDC05,13.1,Regular,9.9,Frozen Foods,198.78,OUT018,2009,Medium,Tier 3,Supermarket Type2,3153.0
DRJ59,,Low Fat,0.0,Hard Drinks,39.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,1043.0
FDL22,16.85,low fat,3.7,Snack Foods,90.65,OUT017,2007,,Tier 2,Supermarket Type1,634.0
DRH13,,Low Fat,4.2,Soft Drinks,107.63,OUT019,1985,Small,Tier 1,Grocery Store,213.0
FDV22,14.85,Regular,1.7,Snack Foods,157.56,OUT010,1998,,Tier 3,Grocery Store,313.0
FDP07,18.2,Low Fat,9.0,Fruits and Vegetables,197.21,OUT045,2002,,Tier 2,Supermarket Type1,3143.0
FDK27,11.0,Low Fat,0.9,Meat,119.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,1696.0
FDP31,21.1,Regular,16.2,Fruits and Vegetables,64.92,OUT017,2007,,Tier 2,Supermarket Type1,639.0
NCI54,15.2,Low Fat,5.6,Household,110.79,OUT010,1998,,Tier 3,Grocery Store,109.0
DRK35,,Low Fat,7.1,Hard Drinks,37.75,OUT027,1985,Medium,Tier 3,Supermarket Type3,797.0
NCO07,9.06,Low Fat,1.0,Others,213.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,4687.0
FDN31,11.5,Low Fat,7.3,Fruits and Vegetables,191.25,OUT013,1987,High,Tier 3,Supermarket Type1,3036.0
NCO02,11.15,Low Fat,7.3,Others,66.81,OUT035,2004,Small,Tier 2,Supermarket Type1,2373.0
FDQ26,13.5,Regular,6.8,Dairy,57.26,OUT045,2002,,Tier 2,Supermarket Type1,770.0
FDQ07,15.1,Regular,8.7,Fruits and Vegetables,221.85,OUT046,1997,Small,Tier 1,Supermarket Type1,663.0
FDB49,8.3,Regular,3.0,Baking Goods,98.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,2168.0
FDY44,14.15,Regular,2.4,Fruits and Vegetables,196.41,OUT049,1999,Medium,Tier 1,Supermarket Type1,2750.0
NCI54,,Low Fat,3.3,Household,107.39,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057.0
FDV44,8.365,Regular,4.0,Fruits and Vegetables,190.12,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.0
FDI48,11.85,Regular,5.6,Baking Goods,53.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,513.0
NCL05,19.6,Low Fat,4.8,Health and Hygiene,42.28,OUT035,2004,Small,Tier 2,Supermarket Type1,606.0
FDT32,19.0,Regular,6.6,Fruits and Vegetables,189.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,2826.0
FDM10,18.25,Low Fat,7.6,Snack Foods,212.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,3847.0
FDS21,19.85,Regular,2.1,Snack Foods,63.52,OUT049,1999,Medium,Tier 1,Supermarket Type1,557.0
FDD11,12.85,Low Fat,3.1,Starchy Foods,251.7,OUT045,2002,,Tier 2,Supermarket Type1,3542.0
FDL04,,Low Fat,11.1,Frozen Foods,106.76,OUT027,1985,Medium,Tier 3,Supermarket Type3,2964.0
FDO58,19.6,Low Fat,4.0,Snack Foods,163.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.0
FDQ08,15.7,Regular,1.9,Fruits and Vegetables,60.55,OUT017,2007,,Tier 2,Supermarket Type1,490.0
FDT28,13.3,Low Fat,6.4,Frozen Foods,151.37,OUT046,1997,Small,Tier 1,Supermarket Type1,3611.0
FDT22,10.395,Low Fat,11.3,Snack Foods,59.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,1378.0
FDB58,10.5,Regular,1.3,Snack Foods,143.72,OUT035,2004,Small,Tier 2,Supermarket Type1,3120.0
FDN45,19.35,Low Fat,11.8,Snack Foods,224.81,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.0
FDZ45,14.1,Low Fat,6.7,Snack Foods,198.91,OUT013,1987,High,Tier 3,Supermarket Type1,4762.0
FDJ38,8.6,Regular,4.0,Canned,188.75,OUT046,1997,Small,Tier 1,Supermarket Type1,7590.0
NCT06,17.1,Low Fat,3.9,Household,166.48,OUT045,2002,,Tier 2,Supermarket Type1,1326.0
FDU21,,Regular,7.6,Snack Foods,32.86,OUT027,1985,Medium,Tier 3,Supermarket Type3,713.0
NCP30,20.5,Low Fat,3.3,Household,38.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.0
FDR27,15.1,Regular,9.6,Meat,134.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,2120.0
FDW39,6.69,Regular,0.0,Meat,176.94,OUT017,2007,,Tier 2,Supermarket Type1,4234.0
DRZ24,,Low Fat,0.0,Soft Drinks,121.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,2397.0
FDK21,7.905,Low Fat,1.0,Snack Foods,250.74,OUT013,1987,High,Tier 3,Supermarket Type1,5758.0
FDJ04,18.0,Low Fat,12.4,Frozen Foods,118.51,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.0
FDZ13,7.84,Regular,15.4,Canned,50.84,OUT017,2007,,Tier 2,Supermarket Type1,599.0
FDS16,15.15,Regular,6.7,Frozen Foods,144.68,OUT017,2007,,Tier 2,Supermarket Type1,3955.0
FDD56,15.2,Regular,17.4,Fruits and Vegetables,175.81,OUT010,1998,,Tier 3,Grocery Store,1051.0
FDI57,19.85,Low Fat,5.4,Seafood,197.28,OUT046,1997,Small,Tier 1,Supermarket Type1,6504.0
FDQ12,,Low Fat,3.5,Baking Goods,231.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,5972.0
FDI56,7.325,Low Fat,9.3,Fruits and Vegetables,91.31,OUT046,1997,Small,Tier 1,Supermarket Type1,1642.0
NCT42,5.88,Low Fat,2.5,Household,148.44,OUT045,2002,,Tier 2,Supermarket Type1,2088.0
FDM25,10.695,Regular,6.1,Breakfast,174.77,OUT035,2004,Small,Tier 2,Supermarket Type1,3340.0
DRB25,,Low Fat,6.9,Soft Drinks,106.09,OUT027,1985,Medium,Tier 3,Supermarket Type3,2787.0
NCY30,20.25,LF,2.6,Household,179.6,OUT046,1997,Small,Tier 1,Supermarket Type1,2535.0
FDD44,8.05,Regular,7.9,Fruits and Vegetables,257.06,OUT017,2007,,Tier 2,Supermarket Type1,8761.0
FDK45,11.65,Low Fat,3.4,Seafood,112.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1019.0
FDN45,19.35,Low Fat,11.8,Snack Foods,222.61,OUT045,2002,,Tier 2,Supermarket Type1,1790.0
FDQ09,7.235,Low Fat,5.8,Snack Foods,115.88,OUT035,2004,Small,Tier 2,Supermarket Type1,1382.0
FDC17,12.15,Low Fat,1.5,Frozen Foods,209.99,OUT035,2004,Small,Tier 2,Supermarket Type1,5260.0
FDD45,8.615,low fat,11.6,Fruits and Vegetables,94.14,OUT013,1987,High,Tier 3,Supermarket Type1,1513.0
FDD41,6.765,Regular,8.7,Frozen Foods,105.03,OUT046,1997,Small,Tier 1,Supermarket Type1,2091.0
FDU46,10.3,Regular,1.1,Snack Foods,87.25,OUT046,1997,Small,Tier 1,Supermarket Type1,1212.0
FDO45,13.15,Regular,3.8,Snack Foods,89.49,OUT017,2007,,Tier 2,Supermarket Type1,1230.0
FDG41,8.84,Regular,7.7,Frozen Foods,109.52,OUT035,2004,Small,Tier 2,Supermarket Type1,1658.0
DRC13,8.26,Regular,0.0,Soft Drinks,122.57,OUT045,2002,,Tier 2,Supermarket Type1,739.0
FDX50,20.1,Low Fat,7.5,Dairy,108.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.0
FDK56,9.695,Low Fat,0.0,Fruits and Vegetables,185.19,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.0
NCL18,18.85,Low Fat,16.8,Household,194.61,OUT046,1997,Small,Tier 1,Supermarket Type1,2722.0
FDN57,18.25,Low Fat,5.4,Snack Foods,140.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,6382.0
FDX03,,Regular,6.1,Meat,44.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,770.0
NCU17,5.32,Low Fat,0.0,Health and Hygiene,101.77,OUT013,1987,High,Tier 3,Supermarket Type1,1121.0
FDL14,8.115,reg,3.2,Canned,157.4,OUT035,2004,Small,Tier 2,Supermarket Type1,1870.0
NCU18,15.1,Low Fat,5.6,Household,139.85,OUT046,1997,Small,Tier 1,Supermarket Type1,1411.0
NCH43,8.42,Low Fat,7.1,Household,215.92,OUT017,2007,,Tier 2,Supermarket Type1,1941.0
FDH41,9.0,Low Fat,8.2,Frozen Foods,216.25,OUT035,2004,Small,Tier 2,Supermarket Type1,4301.0
FDS28,8.18,Regular,8.3,Frozen Foods,57.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,344.0
FDG02,,Low Fat,1.1,Canned,191.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,3999.0
